,0
Annual return,0.21486688111902352
Cumulative returns,0.4487953181533828
Annual volatility,0.3008155455713209
Sharpe ratio,0.7959103915021793
Calmar ratio,0.6896570380310151
Stability,0.8051959726646953
Max drawdown,-0.31155613481807254
Omega ratio,1.1780503475593962
Sortino ratio,1.2330559099157463
Skew,0.8655092181960045
Kurtosis,9.935796595014743
Tail ratio,1.0583201881839723
Daily value at risk,-0.03694910821572054
