,0
Annual return,0.46671813122917416
Cumulative returns,1.0742007273483272
Annual volatility,0.2843095276796627
Sharpe ratio,1.4900526502856561
Calmar ratio,1.8496450509875975
Stability,0.9543855971378941
Max drawdown,-0.25232848377042677
Omega ratio,1.3372726448605836
Sortino ratio,2.231744251709252
Skew,0.026851425571894797
Kurtosis,7.809891225738628
Tail ratio,1.0091746761189084
Daily value at risk,-0.03413853770658302
