,0
Annual return,-0.023013993905935504
Cumulative returns,-0.04337946080017263
Annual volatility,0.2596309817582891
Sharpe ratio,0.04125794214124436
Calmar ratio,-0.055351047752766495
Stability,0.0830262949948199
Max drawdown,-0.41578244387948815
Omega ratio,1.0087424266226246
Sortino ratio,0.05526942310408806
Skew,-0.8202137162012523
Kurtosis,10.57148076640291
Tail ratio,1.0504135773551149
Daily value at risk,-0.03266792176403295
