,0
Annual return,0.18834810605106567
Cumulative returns,0.3891523038654323
Annual volatility,0.2802379041694228
Sharpe ratio,0.7561457550022586
Calmar ratio,0.5516035369023163
Stability,0.7296998529665881
Max drawdown,-0.341455580775981
Omega ratio,1.1763536394588427
Sortino ratio,1.092086678990081
Skew,-0.05910531225223567
Kurtosis,13.563038818311203
Tail ratio,1.0184374046429652
Daily value at risk,-0.03446578145542255
