,0
Annual return,0.15438904882790894
Cumulative returns,0.3145166510562898
Annual volatility,0.2657694177216052
Sharpe ratio,0.6734158660253722
Calmar ratio,0.46042230272527895
Stability,0.6642906640222295
Max drawdown,-0.3353205262083678
Omega ratio,1.1589646840349979
Sortino ratio,0.9582605203512019
Skew,-0.16583482626313364
Kurtosis,13.197785980695656
Tail ratio,0.9123617399270962
Daily value at risk,-0.03277358762672882
