,0
Annual return,0.1400823242686362
Cumulative returns,0.28365976381874347
Annual volatility,0.2723237116868938
Sharpe ratio,0.6181915491567151
Calmar ratio,0.3967379603056519
Stability,0.6524042203392119
Max drawdown,-0.35308525597277113
Omega ratio,1.1406963059264303
Sortino ratio,0.8705001287300164
Skew,-0.35288283475015086
Kurtosis,13.132858833418588
Tail ratio,0.9348349895133755
Daily value at risk,-0.033641514244266146
