,0
Annual return,0.09769414890423489
Cumulative returns,0.19428322426414613
Annual volatility,0.3236103554217218
Sharpe ratio,0.4500032027417779
Calmar ratio,0.2857032870103394
Stability,0.16250194133637794
Max drawdown,-0.3419426844070555
Omega ratio,1.0965904311555794
Sortino ratio,0.6566607090067438
Skew,-0.008005222977975533
Kurtosis,12.789313869123264
Tail ratio,1.161531870335784
Daily value at risk,-0.04019319273489287
