,0
Annual return,0.022276876991526695
Cumulative returns,0.04285946174621724
Annual volatility,0.25485548577716255
Sharpe ratio,0.213716350861113
Calmar ratio,0.07629571636308236
Stability,0.19370451265185
Max drawdown,-0.2919807042051175
Omega ratio,1.0421532844519719
Sortino ratio,0.30731899599432677
Skew,0.011861366480044468
Kurtosis,6.204602588179053
Tail ratio,0.9760465194790573
Daily value at risk,-0.03189263509169024
