,0
Annual return,0.24898395363936898
Cumulative returns,0.527277051784514
Annual volatility,0.36553642088235844
Sharpe ratio,0.7924885934632129
Calmar ratio,0.5757769946797061
Stability,0.7040414355352382
Max drawdown,-0.43243122934752554
Omega ratio,1.1760370174674735
Sortino ratio,1.1235338125583918
Skew,-0.42088480112336235
Kurtosis,10.20583586339521
Tail ratio,0.9908436260597665
Daily value at risk,-0.04490372275179228
