,0
Annual return,0.13215501066874613
Cumulative returns,0.2667120193138104
Annual volatility,0.26988684894428655
Sharpe ratio,0.5957489803072633
Calmar ratio,0.4090238743875165
Stability,0.6618011023032603
Max drawdown,-0.32309852540182077
Omega ratio,1.1350312069118444
Sortino ratio,0.8351077001350627
Skew,-0.5467593217367164
Kurtosis,13.433050464991329
Tail ratio,0.8979843939781083
Daily value at risk,-0.033364511897398204
