,0
Annual return,0.11875727554402271
Cumulative returns,0.23831243369102428
Annual volatility,0.2750987251261732
Sharpe ratio,0.5452062264408476
Calmar ratio,0.3788222401051141
Stability,0.586281693847906
Max drawdown,-0.31349076947296023
Omega ratio,1.1209466163925323
Sortino ratio,0.7910491041267086
Skew,0.17226126093497746
Kurtosis,11.481887325496125
Tail ratio,0.9106359532068374
Daily value at risk,-0.03406400085028775
